Column1,Column2
"I think if you separate ""fromCache"" to ""from cache"" then it will be more readable
and also change to ""groupInteractor?.getGroupMembers(of: group, from: cache)""",Visual Representation
Don't use image literals directly. Use from social images class.,Visual Representation
make it userInteractive since the User is waiting for the UI update.,Visual Representation
"Fillow the asset file name convention
refresh_icon@1x.png
refresh_icon@2x.png
refresh_icon@3x.png",Visual Representation
"In Family group all Member post, Shopping list and Device event should be visible.",Visual Representation
"Filter should be added in the Manager/Helper side.
Not in the ViewController.

Please Modify accordingly.",Visual Representation
Add TODO comment to remove hard values in switch case.,Visual Representation
why is error optional in failure block? Please log error even if error is nil to notify of failure,Visual Representation
Add explanation comment here.,Visual Representation
Better use class name instead of hard coding.,Visual Representation
better to break the line for readability.,Visual Representation
Avoid hardcoding.,Visual Representation
it will be better if we keep it in a constant,Visual Representation
introduce constant according to accompanying TODO comment if possible,Visual Representation
"I think if you separate ""fromCache"" to ""from cache"" then it will be more readable
and also change to ""groupInteractor?.getGroupMembers(of: group, from: cache)""",Visual Representation
"Fillow the asset file name convention
refresh_icon@1x.png
refresh_icon@2x.png
refresh_icon@3x.png",Visual Representation
Add TODO to make '....CardCell' base class to remove duplicate codes.,Visual Representation
"This if-else condition is getting bigger and bigger. There could be more variation of post in future.

Better define functions for each type of cell  for cleaner code.",Visual Representation
"In Family group all Member post, Shopping list and Device event should be visible.",Visual Representation
better to break the line for readability.,Visual Representation
This function is deprecated. This was for Navid's test call which sends array of dictionary. Now we send array of object and convert it to dictionary in syncManager side.  So syncManager.sendScoreData has changed.,Visual Representation
[S] better to put a space before and after '=' for awesome readability like in previous lines.,Visual Representation
"commenterName is actually a UILabel.

better to rename it as commenterNameLabel",Visual Representation
"1. Kindly follow the naming convention for functions
2. Kindly put a space before the left brace",Visual Representation
Kindly use the constant class for the hard coded values,Visual Representation
"statusView is not a UIView, instead it's a UILabel.
It's better if we can name it accordingly",Visual Representation
"For readability you can assign it as below...
cell.profileImage.image = selectedProfile?.profilePic ?? UIImage(named: SocialConstants.defaultContactImage)",Visual Representation
"better to change to SSOSupportRequired. Also param name to ssoRequired.
Not mandatory to change though :)",Visual Representation
please comment for increasing code readablilty,Visual Representation
"BarGraphAttribute ==> ""GuideBarAttribute"" is null.
Will increase the readability",Visual Representation
"your two variable names are different (mSize and size).In this case this is redundant.
Same comments applied for all variables",Visual Representation
forcing typecasting may cause FC. as first will be called on optional type.,Visual Representation
forcing typecasting may cause FC. as first will be called on optional type.,Visual Representation
"The value of ""newHeight"" is not changed anywhere in this method.
Do we need to assign ""viewHeight"" to ""newHeight""?
kindly check.",Visual Representation
